inventory_id,master_row_type,url,source_role,purpose_jobs,active_source_keys,current_usability,why_not_currently_usable,last_fetch_state,http_status,resolved_url,fetch_explanation,safe_use,next_action,connection_status,parser_status,freshness_status,data_date,record_count,screener_integration,current_gate_state,evidence_source_url,status_as_of,master_canonical_url,master_placeholder_flag,master_evidence_note,source_file,source_csv_excel_row
205,CURRENT_INVENTORY,https://www.tickertape.in/,SECONDARY_DISCOVERY,DISCOVERY,,SECONDARY_DISCOVERY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,May create a lead only; the claim must be reconciled to official evidence.,DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,SECONDARY_DISCOVERY_ONLY,NOT_LINKED,NOT_LINKED,,,DISCOVERY_ONLY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tickertape.in,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,206
206,CURRENT_INVENTORY,https://www.tickertape.in/market-movers?utm_source=chatgpt.com,SECONDARY_DISCOVERY,DISCOVERY,,SECONDARY_DISCOVERY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,May create a lead only; the claim must be reconciled to official evidence.,DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,SECONDARY_DISCOVERY_ONLY,NOT_LINKED,NOT_LINKED,,,DISCOVERY_ONLY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tickertape.in/market-movers,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,207
207,CURRENT_INVENTORY,https://www.tradingview.com/script/AT37UeT1/,REFERENCE_ONLY,DESIGN_REFERENCE,,REFERENCE_ONLY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,"Workflow, UX or comparison reference; not a TrendForge data authority.",DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,REFERENCE_ONLY,NOT_LINKED,NOT_LINKED,,,NO_MARKET_DATA_AUTHORITY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tradingview.com/script/AT37UeT1,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,208
208,CURRENT_INVENTORY,https://www.tradingview.com/script/f6Ae6av3-Auto-Harmonic-Patterns-Open-Source/,REFERENCE_ONLY,DESIGN_REFERENCE,,REFERENCE_ONLY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,"Workflow, UX or comparison reference; not a TrendForge data authority.",DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,REFERENCE_ONLY,NOT_LINKED,NOT_LINKED,,,NO_MARKET_DATA_AUTHORITY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tradingview.com/script/f6Ae6av3-Auto-Harmonic-Patterns-Open-Source,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,209
209,CURRENT_INVENTORY,https://www.tradingview.com/script/kbf6u0fV-Auto-Harmonic-Screener-UltimateX-Trendoscope/,REFERENCE_ONLY,DESIGN_REFERENCE,,REFERENCE_ONLY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,"Workflow, UX or comparison reference; not a TrendForge data authority.",DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,REFERENCE_ONLY,NOT_LINKED,NOT_LINKED,,,NO_MARKET_DATA_AUTHORITY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tradingview.com/script/kbf6u0fV-Auto-Harmonic-Screener-UltimateX-Trendoscope,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,210
210,CURRENT_INVENTORY,https://www.tradingview.com/script/NFqBejRX-Harmonic-Pattern-Scanner/,REFERENCE_ONLY,DESIGN_REFERENCE,,REFERENCE_ONLY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,"Workflow, UX or comparison reference; not a TrendForge data authority.",DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,REFERENCE_ONLY,NOT_LINKED,NOT_LINKED,,,NO_MARKET_DATA_AUTHORITY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tradingview.com/script/NFqBejRX-Harmonic-Pattern-Scanner,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,211
211,CURRENT_INVENTORY,https://www.tradingview.com/script/RQxVyqjJ-Harmonic-Patterns-Scanner/,REFERENCE_ONLY,DESIGN_REFERENCE,,REFERENCE_ONLY,Intentionally limited to reference or discovery; it cannot be trading proof.,NOT_ATTEMPTED_IN_BOUNDED_AUDIT,,,Not network-tested by the bounded 2026-07-13 audit; this is not the same as fetch failure.,"Workflow, UX or comparison reference; not a TrendForge data authority.",DO_NOT_ACTIVATE_AS_GATE_AUTHORITY,REFERENCE_ONLY,NOT_LINKED,NOT_LINKED,,,NO_MARKET_DATA_AUTHORITY,NOT_A_GATE_DEPENDENCY,,2026-07-14,https://www.tradingview.com/script/RQxVyqjJ-Harmonic-Patterns-Scanner,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,212
212,CURRENT_INVENTORY,https://www.nseindia.com/api/live-analysis-volume-gainers,OFFICIAL_OR_PRIMARY,FLOW_CONFIRMATION|LIQUIDITY|MOMENTUM_CONFIRMATION,nse_volume_gainers,CONNECTED_FRESH_STRUCTURED,"No connection blocker; source is normalized as research evidence and still requires price, structure, market, derivatives, risk and safety confirmation.",RAW_ARCHIVED,200,https://www.nseindia.com/api/live-analysis-volume-gainers,Official NSE live volume-gainers response archived and normalized; 25 rows with one-week and two-week volume-change evidence.,Use for volume-spurt discovery and confirmation; never treat volume alone as a trade trigger.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,nse_volume_gainers:STRUCTURED_OK,nse_volume_gainers:FRESH,nse_volume_gainers:2026-07-14,nse_volume_gainers:25,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,nse_volume_gainers:https://www.nseindia.com/api/live-analysis-volume-gainers,2026-07-14,https://www.nseindia.com/api/live-analysis-volume-gainers,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,213
213,CURRENT_INVENTORY,https://www.nseindia.com/api/live-analysis-most-active-securities?index=volume,OFFICIAL_OR_PRIMARY,FLOW_CONFIRMATION|LIQUIDITY|EXECUTION_RISK,nse_most_active_volume,CONNECTED_FRESH_STRUCTURED,"No connection blocker; source is normalized as research evidence and still requires price, structure, market, derivatives, risk and safety confirmation.",RAW_ARCHIVED,200,https://www.nseindia.com/api/live-analysis-most-active-securities?index=volume,Official NSE most-active-by-volume response archived and normalized; 20 ranked equity rows.,"Use for liquidity ranking, participation confirmation and candidate prioritization; rank alone cannot unlock READY.",MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,nse_most_active_volume:STRUCTURED_OK,nse_most_active_volume:FRESH,nse_most_active_volume:2026-07-14,nse_most_active_volume:20,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,nse_most_active_volume:https://www.nseindia.com/api/live-analysis-most-active-securities?index=volume,2026-07-14,https://www.nseindia.com/api/live-analysis-most-active-securities?index=volume,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,214
214,CURRENT_INVENTORY,https://www.nseindia.com/api/live-analysis-most-active-securities?index=value,OFFICIAL_OR_PRIMARY,FLOW_CONFIRMATION|LIQUIDITY|EXECUTION_RISK,nse_most_active_value,CONNECTED_FRESH_STRUCTURED,"No connection blocker; source is normalized as research evidence and still requires price, structure, market, derivatives, risk and safety confirmation.",RAW_ARCHIVED,200,https://www.nseindia.com/api/live-analysis-most-active-securities?index=value,Official NSE most-active-by-value response archived and normalized; 20 ranked equity rows.,Use traded-value rank to distinguish meaningful participation from low-value volume; rank alone cannot unlock READY.,MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,nse_most_active_value:STRUCTURED_OK,nse_most_active_value:FRESH,nse_most_active_value:2026-07-14,nse_most_active_value:20,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,nse_most_active_value:https://www.nseindia.com/api/live-analysis-most-active-securities?index=value,2026-07-14,https://www.nseindia.com/api/live-analysis-most-active-securities?index=value,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,215
215,CURRENT_INVENTORY,https://www.nseindia.com/api/snapshot-capital-market-largedeal,OFFICIAL_OR_PRIMARY,SPONSOR_PROOF|PRICE_ACCEPTANCE|FLOW_CONFIRMATION,nse_large_deals_snapshot,CONNECTED_FRESH_STRUCTURED,"No connection blocker; named deal evidence remains research-only until price acceptance, freshness and the remaining hard gates pass.",RAW_ARCHIVED,200,https://www.nseindia.com/api/snapshot-capital-market-largedeal,"Official NSE live large-deal snapshot archived and normalized; 289 rows consisting of 179 bulk, 24 block and 86 short-deal records with named clients and WATP.","Use named buyer/seller, quantity and WATP as sponsor and price-anchor evidence; never infer remaining supply or institutional intent from one row alone.",MONITOR_FRESHNESS_SCHEMA_DRIFT_AND_SCOPE,CONNECTED_FRESH_STRUCTURED,nse_large_deals_snapshot:STRUCTURED_OK,nse_large_deals_snapshot:FRESH,nse_large_deals_snapshot:2026-07-14,nse_large_deals_snapshot:289,RESEARCH_CONTEXT_ONLY,NOT_A_GATE_DEPENDENCY,nse_large_deals_snapshot:https://www.nseindia.com/api/snapshot-capital-market-largedeal,2026-07-14,https://www.nseindia.com/api/snapshot-capital-market-largedeal,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,216
216,CURRENT_INVENTORY,https://www.usda.gov/oce/commodity/wasde/wasde0726.xls,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,usda_wasde,ARTIFACT_CAPTURED_SCHEMA_PENDING,"Official WASDE workbook fetched and archived, but sheet-level crop/ending-stock parser and report-date policy are not verified yet.",RAW_ARCHIVED,200,https://www.usda.gov/oce/commodity/wasde/wasde0726.xls,Live fetch archived official WASDE XLS artifact; source-specific schema parser pending.,"Delayed agri and crop-supply context for fertilizer, agrochem, sugar, oilseed and rural-demand stocks only.",BUILD_WASDE_SHEET_PARSER_AND_DATA_DATE_POLICY,ARTIFACT_CAPTURED_SCHEMA_PENDING,usda_wasde:SCHEMA_PENDING,usda_wasde:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,usda_wasde:WAIT_SCHEMA_PARSER,https://www.usda.gov/oce/commodity/wasde/wasde0726.xls,2026-07-15,https://www.usda.gov/oce/commodity/wasde/wasde0726.xls,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,217
217,CURRENT_INVENTORY,https://tradestat.commerce.gov.in/eidb/commodity_wise_all_countries_import,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,dgcis_trade_data,HTML_SCHEMA_PENDING,"TRADESTAT page fetched, but the commodity import/export query/download contract and schema are not implemented.",RAW_ARCHIVED,200,https://tradestat.commerce.gov.in/eidb/commodity_wise_all_countries_import,Official import trade page archived; form-driven output still requires a deterministic resolver.,"Commodity import/export trend discovery for gold, oil, chemicals, refiners and rural/consumer-demand proxies.",BUILD_TRADESTAT_QUERY_RESOLVER_AND_HS_COMMODITY_MAPPING,HTML_SCHEMA_PENDING,dgcis_trade_data:SCHEMA_PENDING,dgcis_trade_data:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,dgcis_trade_data:WAIT_QUERY_CONTRACT,https://tradestat.commerce.gov.in/eidb/commodity_wise_all_countries_import,2026-07-15,https://tradestat.commerce.gov.in/eidb/commodity_wise_all_countries_import,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,218
218,CURRENT_INVENTORY,https://mausam.imd.gov.in/imd_latest/contents/rainfall_time_series.php,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,imd_rainfall_timeseries,HTML_SCHEMA_PENDING,"IMD rainfall page fetched, but district/subdivision rainfall table extraction is not verified.",RAW_ARCHIVED,200,https://mausam.imd.gov.in/imd_latest/contents/rainfall_time_series.php,Official rainfall time-series page archived; parser pending.,"Monsoon/rainfall context for agri, fertilizer, sugar, rural FMCG and irrigation-linked stocks.",BUILD_RAINFALL_TABLE_PARSER_AND_DEVIATION_FEATURES,HTML_SCHEMA_PENDING,imd_rainfall_timeseries:SCHEMA_PENDING,imd_rainfall_timeseries:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,imd_rainfall_timeseries:WAIT_SCHEMA_PARSER,https://mausam.imd.gov.in/imd_latest/contents/rainfall_time_series.php,2026-07-15,https://mausam.imd.gov.in/imd_latest/contents/rainfall_time_series.php,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,219
219,CURRENT_INVENTORY,https://desagri.gov.in/statistics-type/advance-estimates/,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,des_crop_estimates,FETCH_BLOCKED,Live fetch failed local TLS verification; no raw crop-estimate artifact was accepted.,BROKEN,,https://desagri.gov.in/statistics-type/advance-estimates/,ConnectError certificate verify failed; fail-closed.,Potential crop acreage/production context after official PDF/artifact contract is captured.,DISCOVER_VERIFIED_DES_PDF_OR_FIX_TRUSTED_CERT_PATH,FETCH_BLOCKED,des_crop_estimates:NO_OUTPUT,des_crop_estimates:MISSING,,0,NOT_CONNECTED,des_crop_estimates:WAIT_FETCH_REQUIRED,https://desagri.gov.in/statistics-type/advance-estimates/,2026-07-15,https://desagri.gov.in/statistics-type/advance-estimates,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,220
220,CURRENT_INVENTORY,https://www.shfe.com.cn/data/tradedata/future/weeklystock/weeklystock20260710.dat,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,shfe_weekly_stock,FETCH_BLOCKED,"Tested dated SHFE weekly-stock path returned 404, so no inventory rows were accepted.",BROKEN,404,https://www.shfe.com.cn/data/tradedata/future/weeklystock/weeklystock20260710.dat,Dated .dat path did not exist for the tested date.,"China exchange inventory context for copper, aluminium and zinc after current path/date discovery.",DISCOVER_CURRENT_SHFE_WEEKLY_STOCK_PATH_AND_ADD_FIXTURE,FETCH_BLOCKED,shfe_weekly_stock:NO_OUTPUT,shfe_weekly_stock:MISSING,,0,NOT_CONNECTED,shfe_weekly_stock:WAIT_FETCH_REQUIRED,https://www.shfe.com.cn/data/tradedata/future/weeklystock/weeklystock20260710.dat,2026-07-15,https://www.shfe.com.cn/data/tradedata/future/weeklystock/weeklystock20260710.dat,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,221
221,CURRENT_INVENTORY,https://data.stats.gov.cn/english/easyquery.htm,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,china_nbs_indicator,FETCH_BLOCKED,China NBS endpoint returned 403 from this environment.,BROKEN,403,https://data.stats.gov.cn/english/easyquery.htm,Official NBS API candidate blocked; no indicator data accepted.,China PMI/manufacturing regime context after access and code mapping are verified.,VERIFY_NBS_ACCESS_HEADERS_OR_REPLACE_WITH_STABLE_OFFICIAL_EXPORT,FETCH_BLOCKED,china_nbs_indicator:NO_OUTPUT,china_nbs_indicator:MISSING,,0,NOT_CONNECTED,china_nbs_indicator:WAIT_FETCH_REQUIRED,https://data.stats.gov.cn/english/easyquery.htm,2026-07-15,https://data.stats.gov.cn/english/easyquery.htm,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,222
222,CURRENT_INVENTORY,https://www.mcxindia.com/backpage.aspx/GetFuturePrice,OFFICIAL_OR_PRIMARY,ELIGIBILITY_VETO|EXECUTION_RISK,mcx_future_prices,FETCH_BLOCKED,MCX seed page returned 403 before the JSON POST could be trusted.,BROKEN,403,https://www.mcxindia.com/backpage.aspx/GetFuturePrice,MCX public session seed blocked; no futures-price rows accepted.,Future abnormal price or expiry-distortion veto after session contract is verified.,VERIFY_MCX_SESSION_CONTRACT_OR_USE_OFFICIAL_EOD_BHAVCOPY,FETCH_BLOCKED,mcx_future_prices:NO_OUTPUT,mcx_future_prices:MISSING,,0,NOT_CONNECTED,mcx_future_prices:WAIT_FETCH_REQUIRED,https://www.mcxindia.com/backpage.aspx/GetFuturePrice,2026-07-15,https://www.mcxindia.com/backpage.aspx/GetFuturePrice,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,223
223,CURRENT_INVENTORY,https://www.mcxindia.com/backpage.aspx/GetTradingHoliday,OFFICIAL_OR_PRIMARY,ELIGIBILITY_VETO|EXECUTION_RISK,mcx_trading_holidays,FETCH_BLOCKED,MCX seed page returned 403 before holiday JSON could be trusted.,BROKEN,403,https://www.mcxindia.com/backpage.aspx/GetTradingHoliday,MCX public session seed blocked; no holiday rows accepted.,MCX stale-session guard after contract verification.,VERIFY_MCX_SESSION_CONTRACT_OR_USE_STATIC_HOLIDAY_ARTIFACT,FETCH_BLOCKED,mcx_trading_holidays:NO_OUTPUT,mcx_trading_holidays:MISSING,,0,NOT_CONNECTED,mcx_trading_holidays:WAIT_FETCH_REQUIRED,https://www.mcxindia.com/backpage.aspx/GetTradingHoliday,2026-07-15,https://www.mcxindia.com/backpage.aspx/GetTradingHoliday,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,224
224,CURRENT_INVENTORY,https://www.mcxindia.com/backpage.aspx/GetCircular,OFFICIAL_OR_PRIMARY,ELIGIBILITY_VETO|EXECUTION_RISK,mcx_circulars,FETCH_BLOCKED,MCX seed page returned 403 before circular JSON could be trusted.,BROKEN,403,https://www.mcxindia.com/backpage.aspx/GetCircular,MCX public session seed blocked; no circular rows accepted.,"Margin, lot, expiry and delivery rule-change alerts after contract verification.",VERIFY_MCX_SESSION_CONTRACT_OR_PARSE_PUBLIC_CIRCULAR_ARCHIVE,FETCH_BLOCKED,mcx_circulars:NO_OUTPUT,mcx_circulars:MISSING,,0,NOT_CONNECTED,mcx_circulars:WAIT_FETCH_REQUIRED,https://www.mcxindia.com/backpage.aspx/GetCircular,2026-07-15,https://www.mcxindia.com/backpage.aspx/GetCircular,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,225
225,CURRENT_INVENTORY,https://www.fbil.org.in/,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|FLOW_CONFIRMATION,fbil_usdinr_reference,HTML_SCHEMA_PENDING,"FBIL page fetched, but the dated USD/INR table row is not parsed yet.",RAW_ARCHIVED,200,https://www.fbil.org.in/,FBIL reference-rate page archived; USD/INR row parser pending.,Currency-leg context for MCX gold parity after dated row parser exists.,BUILD_FBIL_USDINR_HTML_TABLE_PARSER,HTML_SCHEMA_PENDING,fbil_usdinr_reference:SCHEMA_PENDING,fbil_usdinr_reference:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,fbil_usdinr_reference:WAIT_SCHEMA_PARSER,https://www.fbil.org.in/,2026-07-15,https://www.fbil.org.in,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,226
226,CURRENT_INVENTORY,https://api.bseindia.com/BseIndiaAPI/api/AnnGetData/w?strCat=Company%20Update&strScrip=500325&strType=C&strSearch=P,OFFICIAL_OR_PRIMARY,CAUSAL_TRIGGER|SPONSOR_PROOF|EXECUTION_RISK,bse_xbrl_announcements,ARTIFACT_CAPTURED_SCHEMA_PENDING,"BSE XBRL/material-event endpoint fetched JSON, but event taxonomy and revision parser are pending.",RAW_ARCHIVED,200,https://api.bseindia.com/BseIndiaAPI/api/AnnGetData/w,BSE announcement JSON archived for RELIANCE/500325.,"Material-event discovery and cross-check after taxonomy, scrip and data-date parsing.",BUILD_BSE_XBRL_EVENT_NORMALIZER,ARTIFACT_CAPTURED_SCHEMA_PENDING,bse_xbrl_announcements:SCHEMA_PENDING,bse_xbrl_announcements:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,bse_xbrl_announcements:WAIT_SCHEMA_PARSER,https://api.bseindia.com/BseIndiaAPI/api/AnnGetData/w,2026-07-15,https://api.bseindia.com/BseIndiaAPI/api/AnnGetData/w?strCat=Company+Update&strScrip=500325&strSearch=P&strType=C,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,227
227,CURRENT_INVENTORY,https://www.nseindia.com/companies-listing/corporate-filings-xbrl,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT,nse_xbrl_taxonomy,FETCH_BLOCKED,Tested NSE XBRL taxonomy page returned 404.,BROKEN,404,https://www.nseindia.com/companies-listing/corporate-filings-xbrl,No current taxonomy page/artifact accepted.,Schema reference after current taxonomy ZIP/page is discovered.,DISCOVER_CURRENT_NSE_XBRL_TAXONOMY_URL,FETCH_BLOCKED,nse_xbrl_taxonomy:NO_OUTPUT,nse_xbrl_taxonomy:MISSING,,0,NOT_CONNECTED,nse_xbrl_taxonomy:WAIT_FETCH_REQUIRED,https://www.nseindia.com/companies-listing/corporate-filings-xbrl,2026-07-15,https://www.nseindia.com/companies-listing/corporate-filings-xbrl,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,228
228,CURRENT_INVENTORY,https://www.nseindia.com/api/corporates-pit?index=equities&from_date=01-01-2026&to_date=31-12-2026,OFFICIAL_OR_PRIMARY,SPONSOR_PROOF|CAUSAL_TRIGGER,nse_pit_annual,ARTIFACT_CAPTURED_SCHEMA_PENDING,"Annual PIT JSON returned 4451 rows, but historical behavior scoring parser is not wired yet.",RAW_ARCHIVED,200,https://www.nseindia.com/api/corporates-pit?index=equities&from_date=01-01-2026&to_date=31-12-2026,NSE annual PIT window archived successfully.,Historical insider-behavior context only; current PIT source controls live evidence.,BUILD_ANNUAL_PIT_BEHAVIOR_FEATURES_AND_POINT_IN_TIME_RULES,ARTIFACT_CAPTURED_SCHEMA_PENDING,nse_pit_annual:SCHEMA_PENDING,nse_pit_annual:RAW_ARCHIVED,2026,4451,RESEARCH_CONTEXT_ONLY,nse_pit_annual:WAIT_SCHEMA_PARSER,https://www.nseindia.com/api/corporates-pit,2026-07-15,https://www.nseindia.com/api/corporates-pit?from_date=01-01-2026&index=equities&to_date=31-12-2026,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,229
229,CURRENT_INVENTORY,https://data.gov.in/catalog/company-master-data,OFFICIAL_OR_PRIMARY,RESEARCH_CONTEXT|EXECUTION_RISK,mca_company_master_data,HTML_SCHEMA_PENDING,"MCA/data.gov catalog page fetched, but no specific resource CSV/API was selected and parsed.",RAW_ARCHIVED,200,https://data.gov.in/catalog/company-master-data,Company master-data catalog archived.,"Company identity, CIN/status and charges context after resource CSV/API parser exists.",DISCOVER_DATA_GOV_RESOURCE_API_AND_PARSE_COMPANY_MASTER_ROWS,HTML_SCHEMA_PENDING,mca_company_master_data:SCHEMA_PENDING,mca_company_master_data:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,mca_company_master_data:WAIT_RESOURCE_CONTRACT,https://data.gov.in/catalog/company-master-data,2026-07-15,https://data.gov.in/catalog/company-master-data,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,230
230,CURRENT_INVENTORY,https://www.cdslindia.com/Publications/ForeignPortInvestor.html,OFFICIAL_OR_PRIMARY,FLOW_CONFIRMATION|RESEARCH_CONTEXT,cdsl_fpi_fortnightly,HTML_SCHEMA_PENDING,"CDSL publication page fetched, but latest workbook discovery/parser is not wired in the endpoint client.",RAW_ARCHIVED,200,https://www.cdslindia.com/Publications/ForeignPortInvestor.html,CDSL FPI publication page archived.,Depository-confirmed FPI flow context after workbook link and schema parser are verified.,BUILD_CDSL_FPI_WORKBOOK_RESOLVER_AND_PARSER,HTML_SCHEMA_PENDING,cdsl_fpi_fortnightly:SCHEMA_PENDING,cdsl_fpi_fortnightly:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,cdsl_fpi_fortnightly:WAIT_SCHEMA_PARSER,https://www.cdslindia.com/Publications/ForeignPortInvestor.html,2026-07-15,https://www.cdslindia.com/Publications/ForeignPortInvestor.html,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,231
231,CURRENT_INVENTORY,https://www.rbi.org.in/Scripts/BS_FiiUSer.aspx,OFFICIAL_OR_PRIMARY,ELIGIBILITY_VETO|RESEARCH_CONTEXT,rbi_fpi_caution,HTML_SCHEMA_PENDING,"RBI page fetched, but caution/breach table parser and source-date validation are pending.",RAW_ARCHIVED,200,https://www.rbi.org.in/Scripts/BS_FiiUSer.aspx,RBI FPI monitoring page archived.,Foreign ownership headroom risk context after table parser is verified.,BUILD_RBI_FPI_CAUTION_TABLE_PARSER,HTML_SCHEMA_PENDING,rbi_fpi_caution:SCHEMA_PENDING,rbi_fpi_caution:RAW_ARCHIVED,,1,RESEARCH_CONTEXT_ONLY,rbi_fpi_caution:WAIT_SCHEMA_PARSER,https://www.rbi.org.in/Scripts/BS_FiiUSer.aspx,2026-07-15,https://www.rbi.org.in/Scripts/BS_FiiUSer.aspx,NO,Copied from CURRENT_211_LINK_USABILITY_2026-07-16.csv,CURRENT_211_LINK_USABILITY_2026-07-16.csv,232
